12/1/00,0.062187285,
12/2/00,0.10471097,
12/3/00,0.011138918,
12/4/00,0.067132636,
12/5/00,0.033873671,
12/6/00,0.060427609,
12/7/00,0.050426355,
12/8/00,0.017471411,
12/9/00,0.020489212,
12/10/00,0.032400156,
12/11/00,0.230733033,
12/12/00,0.162788725,
12/13/00,0.097710603,
12/14/00,0.084374356,
12/15/00,0.362694681,
12/16/00,0.281718971,
12/17/00,0.354617054,
12/18/00,0.427392746,
12/19/00,0.279701337,
12/20/00,0.12499439,
12/21/00,0.046475282,
12/22/00,0.188627336,
12/23/00,0.08102825,
12/24/00,0.178827108,
12/25/00,0.118912294,
12/26/00,0.162001808,
12/27/00,0.083346411,
12/28/00,0.033400946,
12/29/00,0.048255152,
12/30/00,-0.016424618,
12/31/00,0.046993371,
1/1/01,0.020699831,
1/2/01,0.037558964,
1/3/01,0.083485718,
1/4/01,0.033489302,
1/5/01,0.066623356,
1/6/01,0.070500308,
1/7/01,0.107856745,
1/8/01,0.058676597,
1/9/01,0.160717009,
1/10/01,0.178978721,
1/11/01,0.135171101,
1/12/01,0.1356728,
1/13/01,0.06169134,
1/14/01,0.116342415,
1/15/01,0.010219686,
1/16/01,0.137325188,
1/17/01,0.04231476,
1/18/01,0.162478563,
1/19/01,0.07664352,
1/20/01,0.201552396,
1/21/01,0.109025759,
1/22/01,0.060025448,
1/23/01,0.19800018,
1/24/01,0.172652524,
1/25/01,0.192340415,
1/26/01,0.186242542,
1/27/01,0.134182122,
1/28/01,0.068469745,
1/29/01,0.034459612,
1/30/01,0.075153286,
1/31/01,0.173917425,
2/1/01,0.210707943,
2/2/01,0.090758493,
2/3/01,0.168610435,
2/4/01,0.223412406,
2/5/01,0.281121562,
2/6/01,0.326000015,
2/7/01,0.176174823,
2/8/01,0.213476512,
2/9/01,0.174435224,
2/10/01,0.183497722,
2/11/01,0.204032484,
2/12/01,0.658115577,
2/13/01,0.37348972,
2/14/01,0.291729656,
2/15/01,0.49356943,
2/16/01,0.220668175,
2/17/01,0.235848436,
2/18/01,0.318496007,
2/19/01,0.36525167,
2/20/01,0.309690506,
2/21/01,0.165010702,
2/22/01,0.177945208,
2/23/01,0.063223061,
2/24/01,0.140116467,
2/25/01,0.090878264,
2/26/01,0.242248297,
2/27/01,0.063273478,
2/28/01,0.069313887,
3/1/01,0.108678334,
3/2/01,0.195021036,
3/3/01,0.268318376,
3/4/01,0.019560124,
3/5/01,0.196934785,
3/6/01,0.230815251,
3/7/01,0.128664377,
3/8/01,0.167082872,
3/9/01,0.101435756,
3/10/01,0.121630823,
3/11/01,0.043014549,
3/12/01,-9999,
3/13/01,0.070578726,
3/14/01,0.209466415,
3/15/01,0.152994384,
3/16/01,0.120248478,
3/17/01,0.166940006,
3/18/01,0.25161319,
3/19/01,0.311962959,
3/20/01,0.224265588,
3/21/01,0.188266251,
3/22/01,0.043551089,
3/23/01,0.072871358,
3/24/01,0.184311736,
3/25/01,0.250257586,
3/26/01,0.352675738,
3/27/01,0.22849772,
3/28/01,0.340739491,
3/29/01,0.387265993,
3/30/01,0.582609304,
3/31/01,0.486797884,
4/1/01,0.442202316,
4/2/01,0.35837132,
4/3/01,0.224939811,
4/4/01,0.431560596,
4/5/01,0.12823528,
4/6/01,0.488582544,
4/7/01,0.540553522,
4/8/01,0.418565862,
4/9/01,0.537061475,
4/10/01,0.179267444,
4/11/01,0.380051426,
4/12/01,0.309626209,
4/13/01,0.521797735,
4/14/01,0.389239355,
4/15/01,0.337723566,
4/16/01,-9999,
4/17/01,0.265413309,
4/18/01,0.363896675,
4/19/01,0.38260302,
4/20/01,0.499049818,
4/21/01,0.200261263,
4/22/01,0.232248482,
4/23/01,0.170011696,
4/24/01,0.199847702,
4/25/01,0.215418388,
4/26/01,0.188162367,
4/27/01,0.176959403,
4/28/01,0.265613652,
4/29/01,0.249790962,
4/30/01,0.296596614,
5/1/01,0.558050999,
5/2/01,0.260553217,
5/3/01,0.215116085,
5/4/01,0.420347321,
5/5/01,0.385899132,
5/6/01,0.404377552,
5/7/01,0.371772075,
5/8/01,0.269100162,
5/9/01,0.241859144,
5/10/01,0.193433401,
5/11/01,0.574609806,
5/12/01,0.407289338,
5/13/01,0.306573001,
5/14/01,0.097038218,
5/15/01,0.121833032,
5/16/01,0.184567087,
5/17/01,0.227750518,
5/18/01,0.254154077,
5/19/01,0.316286398,
5/20/01,0.368136695,
5/21/01,0.238079012,
5/22/01,0.370800527,
5/23/01,0.377599604,
5/24/01,0.302891654,
5/25/01,0.25638752,
5/26/01,0.144362598,
5/27/01,0.200796907,
5/28/01,0.077194867,
5/29/01,0.189198028,
5/30/01,0.299406942,
5/31/01,0.206952519,
